path,size,expected,status
/mnt/mrdr/mc03/t1582_mrrde_40n298_0327_4.img,155917344,155917344,OK
/mnt/mrdr/mc03/t1582_mrrsu_40n298_0327_4.img,492370560,492370560,OK
/mnt/mrdr/mc03/t1643_mrral_45n243_0327_4.img,545612544,545612544,OK
/mnt/mrdr/mc03/t1643_mrrde_45n243_0327_4.img,143981088,143981088,OK
/mnt/mrdr/mc03/t1643_mrrsu_45n243_0327_4.img,454677120,454677120,OK
/mnt/mrdr/mc03/t1644_mrral_45n248_0327_4.img,545141376,545141376,OK
/mnt/mrdr/mc03/t1644_mrrde_45n248_0327_4.img,143856752,143856752,OK
/mnt/mrdr/mc03/t1644_mrrsu_45n248_0327_4.img,454284480,454284480,OK
/mnt/mrdr/mc03/t1645_mrral_45n253_0327_4.img,545141376,545141376,OK
/mnt/mrdr/mc03/t1645_mrrde_45n253_0327_4.img,143856752,143856752,OK
/mnt/mrdr/mc03/t1645_mrrsu_45n253_0327_4.img,454284480,454284480,OK
/mnt/mrdr/mc03/t1646_mrral_45n258_0327_4.img,545141376,545141376,OK
/mnt/mrdr/mc03/t1646_mrrde_45n258_0327_4.img,143856752,143856752,OK
/mnt/mrdr/mc03/t1646_mrrsu_45n258_0327_4.img,454284480,454284480,OK
/mnt/mrdr/mc03/t1647_mrral_45n263_0327_4.img,545141376,545141376,OK
/mnt/mrdr/mc03/t1647_mrrde_45n263_0327_4.img,143856752,143856752,OK
/mnt/mrdr/mc03/t1647_mrrsu_45n263_0327_4.img,454284480,454284480,OK
/mnt/mrdr/mc03/t1648_mrral_45n268_0327_4.img,545141376,545141376,OK
/mnt/mrdr/mc03/t1648_mrrde_45n268_0327_4.img,143856752,143856752,OK
/mnt/mrdr/mc03/t1648_mrrsu_45n268_0327_4.img,454284480,454284480,OK
/mnt/mrdr/mc03/t1649_mrral_45n273_0327_4.img,545141376,545141376,OK
/mnt/mrdr/mc03/t1649_mrrde_45n273_0327_4.img,143856752,143856752,OK
/mnt/mrdr/mc03/t1649_mrrsu_45n273_0327_4.img,454284480,454284480,OK
/mnt/mrdr/mc03/t1650_mrral_45n278_0327_4.img,545141376,545141376,OK
/mnt/mrdr/mc03/t1650_mrrde_45n278_0327_4.img,143856752,143856752,OK
/mnt/mrdr/mc03/t1650_mrrsu_45n278_0327_4.img,454284480,454284480,OK
/mnt/mrdr/mc03/t1651_mrral_45n283_0327_4.img,545141376,545141376,OK
/mnt/mrdr/mc03/t1651_mrrde_45n283_0327_4.img,143856752,143856752,OK
/mnt/mrdr/mc03/t1651_mrrsu_45n283_0327_4.img,454284480,454284480,OK
/mnt/mrdr/mc03/t1652_mrral_45n288_0327_4.img,545141376,545141376,OK
/mnt/mrdr/mc03/t1652_mrrde_45n288_0327_4.img,143856752,143856752,OK
/mnt/mrdr/mc03/t1652_mrrsu_45n288_0327_4.img,454284480,454284480,OK
